"","datetime","record","BattV","PTemp_C","Ta_2m","Huma_2m","Ta_10m","Huma_10m","rad_sw_in","rad_sw_out","rad_lw_in","rad_lw_out","CNR4TC","CNR4TK","RsNet","RlNet","Albedo","rad_net","LUpCo","LDnCo","water_vol_soil","EC","Ts","P","PA","VR","heatflux_soil","Windspeed_2m","Wind_direction_3m","WSDiag_1","Windspeed_10m","Wind_direction_10m","WSDiag_2","PCP"
"58329","2018-08-19 00:00:00",1315,13.19,14.67,13.78,72.27,14.61,66.69,0.25,0.752,-7.275,1.543,13.64,286.8,-0.501,-8.82,"0.652",-9.32,376.3,385.1,0.034,0.004,16.92,3.165,1.194,1.005,"0.4793092",0.276,29.6,0,"0.231",32.23,0,"0.0"
"58330","2018-08-19 00:05:00",1316,13.19,14.64,14.04,71.35,14.56,66.96,1.046,1.428,-7.865,1.729,13.71,286.9,-0.382,-9.59,"1.384",-9.98,376.1,385.7,0.034,0.004,16.92,3.164,1.194,1.005,"0.4268043",0.3,352.2,0,"0.351",18.04,0,"0.0"
"58331","2018-08-19 00:10:00",1317,13.18,14.63,13.77,73.64,14.53,67.34,-0.614,0,-8.99,-1.517,13.72,286.9,-0.614,-7.475,"-0.321",-8.09,375,382.5,0.034,0.004,16.9,3.165,1.194,1.005,"0.3748644",0.286,324.3,0,"0.351",12.09,0,"0.0"
"58332","2018-08-19 00:15:00",1318,13.18,14.6,13.53,74.97,14.47,67.46,-1.092,-0.251,-8.94,-1.117,13.63,286.8,-0.841,-7.823,"0.231",-8.66,374.6,382.4,0.034,0.004,16.89,3.166,1.194,1.005,"0.3302639",0.139,0,0,"0.211",360,0,"0.0"
"58333","2018-08-19 00:20:00",1319,13.18,14.56,13.37,77,14.42,67.73,-0.978,-0.301,-8.53,-1.011,13.54,286.7,-0.677,-7.52,"0.281",-8.2,374.5,382,0.034,0.004,16.88,3.166,1.194,1.005,"0.2901799",0.249,321.6,0,"0.303",5.597,0,"0.0"
"58334","2018-08-19 00:25:00",1320,13.18,14.52,13.14,77.03,14.38,68.01,-1.137,-0.426,-8.76,-0.958,13.42,286.6,-0.711,-7.803,"0.374",-8.51,373.7,381.5,0.034,0.004,16.87,3.165,1.194,1.005,"0.2331596",0.156,0,0,"0.196",8.4,0,"0.0"
"58335","2018-08-19 00:30:00",1321,13.17,14.46,13.09,76.95,14.27,68.41,-0.864,-0.15,-8.17,-0.506,13.35,286.5,-0.714,-7.666,"0.123",-8.38,373.8,381.5,0.034,0.004,16.87,3.165,1.194,1.005,"0.1772687",0.115,0,0,"0.22",340.1,0,"0.0"
"58336","2018-08-19 00:35:00",1322,13.18,14.41,13.16,76.65,14.22,68.73,-0.364,0.251,-7.608,-0.319,13.29,286.4,-0.615,-7.289,"NULL",-7.904,374.1,381.4,0.034,0.004,16.86,3.165,1.194,1.005,"0.133798",0.226,320.3,0,"0.375",333.6,0,"0.0"
"58337","2018-08-19 00:40:00",1323,13.18,14.35,12.97,76.99,14.14,69.23,-0.91,-0.276,-8.4,-0.878,13.21,286.4,-0.634,-7.525,"0.308",-8.16,372.9,380.4,0.034,0.004,16.84,3.165,1.194,1.005,"0.08073039",0.253,353.9,0,"0.336",334.2,0,"0.0"
"58338","2018-08-19 00:45:00",1324,13.17,14.3,13.06,77.26,14.1,69.44,-0.114,0.501,-7.532,0.399,13.18,286.3,-0.615,-7.931,"NULL",-8.55,373.6,381.5,0.034,0.004,16.84,3.166,1.194,1.005,"0.05024479",0.368,331.1,0,"0.324",358.7,0,"0.0"
"58339","2018-08-19 00:50:00",1325,13.17,14.24,13.47,74.7,14.12,69.45,0.705,1.629,-7.583,1.783,13.23,286.4,-0.923,-9.37,"2.322",-10.29,373.8,383.2,0.034,0.004,16.84,3.165,1.194,1.005,"0.007903674",0.338,351.1,0,"0.288",23,0,"0.0"
"58340","2018-08-19 00:55:00",1326,13.17,14.2,13.62,74.42,14.11,69.7,0.432,1.328,-8.53,0.346,13.32,286.5,-0.896,-8.88,"3.47",-9.77,373.3,382.2,0.034,0.004,16.84,3.164,1.194,1.006,"-0.03330844",0.481,299.1,0,"0.368",336.2,0,"0.0"
"58341","2018-08-19 01:00:00",1327,13.17,14.17,13.65,73.09,14.04,70.12,0.5,1.153,-9.32,1.144,13.4,286.6,-0.652,-10.47,"2.607",-11.12,373,383.4,0.034,0.004,16.82,3.166,1.194,1.005,"-0.07282713",0.382,288.5,0,"0.322",310,0,"0.0"
"58342","2018-08-19 01:05:00",1328,13.16,14.14,13.68,73.79,13.94,70.65,-0.068,0.827,-10.25,0.506,13.41,286.6,-0.895,-10.75,"NULL",-11.65,372.1,382.8,0.034,0.004,16.82,3.165,1.194,1.005,"-0.121379",0.212,300,0,"0.199",0,0,"0.0"
"58343","2018-08-19 01:10:00",1329,13.16,14.12,13.31,77.03,13.83,71.23,-1.115,-0.326,-10.66,-1.57,13.38,286.5,-0.789,-9.09,"0.209",-9.88,371.5,380.6,0.034,0.004,16.81,3.165,1.194,1.005,"-0.1665439",0.269,293.2,0,"0.213",22.02,0,"0.0"
"58344","2018-08-19 01:15:00",1330,13.16,14.1,13.08,76.99,13.74,71.74,-1.137,-0.251,-10.73,-1.224,13.26,286.4,-0.887,-9.51,"0.22",-10.4,370.8,380.3,0.034,0.004,16.8,3.165,1.194,1.005,"-0.2173543",0.171,0,0,"0.198",0,0,"0.0"
"58345","2018-08-19 01:20:00",1331,13.16,14.05,12.87,78.25,13.55,72.63,-1.388,-0.401,-10.58,-1.41,13.14,286.3,-0.987,-9.17,"0.282",-10.16,370.3,379.5,0.034,0.004,16.79,3.165,1.194,1.005,"-0.2393722",0.315,336.3,0,"0.284",351.4,0,"0.0"
"58346","2018-08-19 01:25:00",1332,13.16,14,12.94,77.02,13.48,72.92,-0.341,0.551,-9.4,0.612,13.07,286.2,-0.892,-10.01,"NULL",-10.91,371.1,381.1,0.034,0.004,16.78,3.164,1.194,1.006,"-0.2913115",0.371,349,0,"0.315",10.04,0,"0.0"
"58347","2018-08-19 01:30:00",1333,13.16,13.95,13.21,75.79,13.52,72.73,0.227,1.253,-9.17,0.931,13.09,286.2,-1.025,-10.1,"5.507",-11.13,371.4,381.5,0.034,0.004,16.78,3.164,1.194,1.006,"-0.3370407",0.317,354.4,0,"0.325",352.7,0,"0.0"
"58348","2018-08-19 01:35:00",1334,13.15,13.91,13.27,76.19,13.55,72.62,-0.045,0.827,-9.45,-0.319,13.12,286.3,-0.872,-9.13,"NULL",-10.01,371.3,380.4,0.034,0.004,16.77,3.165,1.194,1.005,"-0.3714788",0.218,0,0,"0.253",345.6,0,"0.0"
"58349","2018-08-19 01:40:00",1335,13.15,13.88,13.16,76.28,13.52,72.78,-0.182,0.601,-9.4,0.08,13.1,286.3,-0.783,-9.48,"NULL",-10.26,371.3,380.8,0.034,0.004,16.76,3.165,1.194,1.005,"-0.417773",0.39,306.2,0,"0.307",354.4,0,"0.0"
"58350","2018-08-19 01:45:00",1336,13.15,13.84,13.21,76.08,13.49,73.12,-0.25,0.651,-9.66,0.027,13.1,286.2,-0.902,-9.68,"NULL",-10.59,371,380.7,0.034,0.004,16.75,3.165,1.194,1.005,"-0.4516475",0.291,287,0,"0.308",345.6,0,"0.0"
"58351","2018-08-19 01:50:00",1337,13.15,13.82,13.23,76.17,13.5,73.31,-0.068,0.852,-9.53,0.585,13.09,286.2,-0.92,-10.12,"NULL",-11.04,371.1,381.2,0.034,0.004,16.74,3.165,1.194,1.005,"-0.4911677",0.283,331.6,0,"0.214",8.64,0,"0.0"
"58352","2018-08-19 01:55:00",1338,13.15,13.79,13.3,75.97,13.48,73.33,-0.068,1.027,-9.97,0.772,13.15,286.3,-1.095,-10.74,"NULL",-11.83,371,381.7,0.034,0.004,16.74,3.164,1.194,1.005,"-0.5352038",0.287,316.7,0,"0.287",342.2,0,"0.0"
"58353","2018-08-19 02:00:00",1339,13.15,13.77,13.24,76.8,13.41,73.79,-0.569,0.376,-10.55,-0.452,13.13,286.3,-0.945,-10.1,"-1.028",-11.05,370.3,380.4,0.034,0.004,16.74,3.166,1.194,1.005,"-0.575287",0.205,273,0,"0.232",323,0,"0.0"
"58354","2018-08-19 02:05:00",1340,13.14,13.74,13.13,76.68,13.32,74.18,-0.614,0.301,-10.58,-0.186,13.09,286.2,-0.915,-10.39,"-0.532",-11.31,370.1,380.5,0.034,0.004,16.73,3.166,1.194,1.005,"-0.6125472",0.275,287,0,"0.217",328.8,0,"0.0"
"58355","2018-08-19 02:10:00",1341,13.14,13.72,13.07,76.65,13.26,74.55,-0.387,0.426,-10.09,0.479,13.06,286.2,-0.813,-10.57,"-1.597",-11.38,370.4,381,0.034,0.004,16.72,3.165,1.194,1.005,"-0.6435973",0.201,0,0,"0.197",44.96,0,"0.0"
"58356","2018-08-19 02:15:00",1342,13.14,13.7,13.12,76.46,13.23,74.72,-0.25,0.752,-10.17,0.639,13.06,286.2,-1.002,-10.81,"-3.139",-11.81,370.3,381.1,0.034,0.004,16.71,3.167,1.194,1.005,"-0.6774709",0.156,0,0,"0.143",0,0,"0.0"
"58357","2018-08-19 02:20:00",1343,13.14,13.68,13.1,76.57,13.17,74.97,-0.364,0.676,-10.17,0.506,13.06,286.2,-1.04,-10.68,"-2.148",-11.72,370.3,381,0.034,0.004,16.71,3.165,1.194,1.005,"-0.7186842",0.143,0,0,"0.179",12.19,0,"0.0"
"58358","2018-08-19 02:25:00",1344,13.14,13.66,13.07,77.16,13.15,75.24,-0.523,0.676,-10.55,0.372,13.01,286.2,-1.2,-10.93,"-1.597",-12.13,369.7,380.6,0.034,0.004,16.69,3.166,1.194,1.005,"-0.7542521",0.245,291.9,0,"0.243",307.3,0,"0.0"
"58359","2018-08-19 02:30:00",1345,13.13,13.64,13.02,76.85,13.11,75.37,-0.682,0.501,-10.73,0.266,12.95,286.1,-1.184,-11,"-0.734",-12.18,369.2,380.2,0.034,0.004,16.69,3.164,1.194,1.005,"-0.7740125",0.15,0,0,"0.122",0,0,"0.0"
"58360","2018-08-19 02:35:00",1346,13.13,13.62,12.96,78.11,13.05,75.69,-0.842,0.276,-11.27,-0.426,12.94,286.1,-1.117,-10.85,"-0.395",-11.96,368.6,379.4,0.034,0.004,16.68,3.165,1.194,1.005,"-0.811839",0.178,316,0,"0.221",342.8,0,"0.0"
"58361","2018-08-19 02:40:00",1347,13.13,13.59,12.8,78.24,12.93,76.27,-0.773,0.251,-11.19,-0.293,12.86,286,-1.024,-10.9,"-0.33",-11.93,368.2,379.1,0.034,0.004,16.68,3.165,1.194,1.005,"-0.8502296",0.16,0,0,"0.21",340.5,0,"0.0"
"58362","2018-08-19 02:45:00",1348,13.12,13.56,12.74,78.53,12.87,76.62,-0.773,0.251,-11.43,-0.266,12.8,286,-1.024,-11.16,"-0.33",-12.18,367.7,378.8,0.034,0.004,16.68,3.165,1.194,1.005,"-0.8880539",0.169,286.6,0,"0.163",345.8,0,"0.0"
"58363","2018-08-19 02:50:00",1349,13.12,13.52,12.63,79.1,12.8,76.9,-0.955,0.2,-11.58,-0.665,12.72,285.9,-1.156,-10.91,"-0.228",-12.07,367.1,378,0.034,0.004,16.66,3.166,1.194,1.005,"-0.9196663",0.198,292.6,0,"0.176",23.45,0,"0.0"
"58364","2018-08-19 02:55:00",1350,13.12,13.48,12.59,78.93,12.74,77.24,-0.637,0.351,-11.25,0.106,12.69,285.8,-0.988,-11.35,"-0.587",-12.34,367.3,378.6,0.034,0.004,16.66,3.164,1.194,1.005,"-0.9518417",0.332,304.4,0,"0.334",356.2,0,"0.0"
"58365","2018-08-19 03:00:00",1351,13.11,13.44,12.62,78.91,12.68,77.5,-0.455,0.727,-11.3,0.372,12.62,285.8,-1.182,-11.67,"-1.597",-12.85,366.9,378.5,0.034,0.004,16.64,3.165,1.194,1.005,"-0.9902291",0.286,331.6,0,"0.316",346,0,"0.0"
